ID de Producto,color_num,talla_num,mes,es_campana,ventas_mes_pasado,cantidad_vendida
3,0,2,1,1,0.0,208
3,0,2,2,1,208.0,130
3,0,2,3,1,130.0,186
3,0,2,4,0,186.0,148
3,0,2,5,0,148.0,208
3,0,2,6,0,208.0,176
3,0,2,7,1,176.0,166
3,0,2,8,0,166.0,128
3,0,2,9,0,128.0,188
3,0,2,10,0,188.0,180
3,0,2,11,0,180.0,184
3,0,2,12,1,184.0,152
3,0,2,1,1,152.0,206
3,0,2,2,1,206.0,124
3,0,2,3,1,124.0,148
3,0,2,4,0,148.0,168
3,0,2,5,0,168.0,160
3,0,2,6,0,160.0,144
3,0,2,7,1,144.0,170
3,0,2,8,0,170.0,110
3,0,2,9,0,110.0,186
3,0,2,10,0,186.0,132
3,0,2,11,0,132.0,200
3,0,2,12,1,200.0,222
3,0,2,1,1,222.0,166
3,0,2,2,1,166.0,158
3,0,2,3,1,158.0,186
3,0,2,4,0,186.0,104
3,0,2,5,0,104.0,172
3,0,2,6,0,172.0,154
3,0,2,7,1,154.0,182
3,0,2,8,0,182.0,212
3,0,2,9,0,212.0,136
3,0,2,10,0,136.0,200
3,0,2,11,0,200.0,128
3,0,2,12,1,128.0,190
3,0,2,1,1,190.0,198
3,0,2,2,1,198.0,174
3,0,2,3,1,174.0,164
3,0,2,4,0,164.0,144
3,0,2,5,0,144.0,164
3,0,2,6,0,164.0,160
3,0,2,7,1,160.0,152
3,0,2,8,0,152.0,178
3,0,2,9,0,178.0,172
3,0,2,10,0,172.0,154
3,0,2,11,0,154.0,158
3,0,2,12,1,158.0,150
3,0,2,1,1,150.0,156
3,0,2,2,1,156.0,150
3,0,2,3,1,150.0,176
3,0,2,4,0,176.0,226
3,0,2,5,0,226.0,154
3,0,2,6,0,154.0,162
3,0,2,7,1,162.0,164
3,0,2,8,0,164.0,118
3,0,2,9,0,118.0,164
3,0,2,10,0,164.0,176
3,0,2,11,0,176.0,222
3,0,2,12,1,222.0,132
3,0,2,1,1,132.0,160
3,0,2,2,1,160.0,112
3,0,2,3,1,112.0,188
3,0,2,4,0,188.0,164
3,0,2,5,0,164.0,214
3,0,2,6,0,214.0,190
3,0,2,7,1,190.0,222
3,0,2,8,0,222.0,142
3,0,2,9,0,142.0,164
3,0,2,10,0,164.0,246
3,0,2,11,0,246.0,158
3,0,2,12,1,158.0,210
3,0,2,1,1,210.0,208
3,0,2,2,1,208.0,150
3,0,2,3,1,150.0,188
3,0,2,4,0,188.0,144
3,0,2,5,0,144.0,158
3,0,2,6,0,158.0,178
3,0,2,7,1,178.0,154
3,0,2,8,0,154.0,164
3,0,2,9,0,164.0,222
3,0,2,10,0,222.0,220
3,0,2,11,0,220.0,178
3,0,2,12,1,178.0,168
3,0,2,1,1,168.0,144
3,0,2,2,1,144.0,140
3,0,2,3,1,140.0,160
3,0,2,4,0,160.0,154
3,0,2,5,0,154.0,178
3,0,2,6,0,178.0,222
3,0,2,7,1,222.0,202
3,0,2,8,0,202.0,156
3,0,2,9,0,156.0,130
3,0,2,10,0,130.0,184
3,0,2,11,0,184.0,168
3,0,2,12,1,168.0,176
3,0,5,1,1,0.0,182
3,0,5,2,1,182.0,180
3,0,5,3,1,180.0,130
3,0,5,4,0,130.0,186
3,0,5,5,0,186.0,210
3,0,5,6,0,210.0,146
3,0,5,7,1,146.0,176
3,0,5,8,0,176.0,188
3,0,5,9,0,188.0,168
3,0,5,10,0,168.0,204
3,0,5,11,0,204.0,138
3,0,5,12,1,138.0,184
3,0,5,1,1,184.0,142
3,0,5,2,1,142.0,176
3,0,5,3,1,176.0,142
3,0,5,4,0,142.0,144
3,0,5,5,0,144.0,140
3,0,5,6,0,140.0,196
3,0,5,7,1,196.0,172
3,0,5,8,0,172.0,250
3,0,5,9,0,250.0,156
3,0,5,10,0,156.0,158
3,0,5,11,0,158.0,202
3,0,5,12,1,202.0,162
3,0,5,1,1,162.0,152
3,0,5,2,1,152.0,162
3,0,5,3,1,162.0,228
3,0,5,4,0,228.0,166
3,0,5,5,0,166.0,202
3,0,5,6,0,202.0,188
3,0,5,7,1,188.0,168
3,0,5,8,0,168.0,138
3,0,5,9,0,138.0,162
3,0,5,10,0,162.0,158
3,0,5,11,0,158.0,162
3,0,5,12,1,162.0,178
3,0,5,1,1,178.0,172
3,0,5,2,1,172.0,202
3,0,5,3,1,202.0,132
3,0,5,4,0,132.0,170
3,0,5,5,0,170.0,174
3,0,5,6,0,174.0,168
3,0,5,7,1,168.0,176
3,0,5,8,0,176.0,182
3,0,5,9,0,182.0,176
3,0,5,10,0,176.0,166
3,0,5,11,0,166.0,166
3,0,5,12,1,166.0,192
3,0,5,1,1,192.0,232
3,0,5,2,1,232.0,158
3,0,5,3,1,158.0,154
3,0,5,4,0,154.0,192
3,0,5,5,0,192.0,180
3,0,5,6,0,180.0,166
3,0,5,7,1,166.0,174
3,0,5,8,0,174.0,186
3,0,5,9,0,186.0,142
3,0,5,10,0,142.0,196
3,0,5,11,0,196.0,156
3,0,5,12,1,156.0,138
3,0,5,1,1,138.0,178
3,0,5,2,1,178.0,172
3,0,5,3,1,172.0,182
3,0,5,4,0,182.0,96
3,0,5,5,0,96.0,204
3,0,5,6,0,204.0,114
3,0,5,7,1,114.0,154
3,0,5,8,0,154.0,200
3,0,5,9,0,200.0,186
3,0,5,10,0,186.0,268
3,0,5,11,0,268.0,210
3,0,5,12,1,210.0,122
3,0,5,1,1,122.0,130
3,0,5,2,1,130.0,184
3,0,5,3,1,184.0,156
3,0,5,4,0,156.0,166
3,0,5,5,0,166.0,174
3,0,5,6,0,174.0,128
3,0,5,7,1,128.0,126
3,0,5,8,0,126.0,194
3,0,5,9,0,194.0,172
3,0,5,10,0,172.0,176
3,0,5,11,0,176.0,180
3,0,5,12,1,180.0,204
3,0,5,1,1,204.0,152
3,0,5,2,1,152.0,158
3,0,5,3,1,158.0,170
3,0,5,4,0,170.0,128
3,0,5,5,0,128.0,146
3,0,5,6,0,146.0,136
3,0,5,7,1,136.0,232
3,0,5,8,0,232.0,198
3,0,5,9,0,198.0,198
3,0,5,10,0,198.0,192
3,0,5,11,0,192.0,148
3,0,5,12,1,148.0,152
3,3,2,1,1,0.0,370
3,3,2,2,1,370.0,148
3,3,2,3,1,148.0,164
3,3,2,4,0,164.0,170
3,3,2,5,0,170.0,168
3,3,2,6,0,168.0,170
3,3,2,7,1,170.0,156
3,3,2,8,0,156.0,214
3,3,2,9,0,214.0,210
3,3,2,10,0,210.0,210
3,3,2,11,0,210.0,172
3,3,2,12,1,172.0,846
3,3,2,1,1,846.0,454
3,3,2,2,1,454.0,88
3,3,2,3,1,88.0,220
3,3,2,4,0,220.0,202
3,3,2,5,0,202.0,134
3,3,2,6,0,134.0,180
3,3,2,7,1,180.0,150
3,3,2,8,0,150.0,208
3,3,2,9,0,208.0,178
3,3,2,10,0,178.0,184
3,3,2,11,0,184.0,160
3,3,2,12,1,160.0,682
3,3,2,1,1,682.0,412
3,3,2,2,1,412.0,168
3,3,2,3,1,168.0,208
3,3,2,4,0,208.0,166
3,3,2,5,0,166.0,164
3,3,2,6,0,164.0,230
3,3,2,7,1,230.0,144
3,3,2,8,0,144.0,206
3,3,2,9,0,206.0,178
3,3,2,10,0,178.0,196
3,3,2,11,0,196.0,142
3,3,2,12,1,142.0,550
3,3,2,1,1,550.0,204
3,3,2,2,1,204.0,190
3,3,2,3,1,190.0,170
3,3,2,4,0,170.0,164
3,3,2,5,0,164.0,136
3,3,2,6,0,136.0,214
3,3,2,7,1,214.0,114
3,3,2,8,0,114.0,160
3,3,2,9,0,160.0,144
3,3,2,10,0,144.0,160
3,3,2,11,0,160.0,150
3,3,2,12,1,150.0,786
